time(ms)	OriginalData	FilteredData
3119.34	-0.350398	0
3120.34	3.12407	0
3121.34	-1.28621	0
3122.38	2.51543	0
3123.35	-2.60359	0
3124.35	-0.276092	0
3125.35	2.17349	0
3126.35	3.32666	0
3127.35	-4.19937	0
3128.35	2.09533	0
3129.35	1.34296	0
3130.35	-2.80843	0
3131.37	0.748189	0
3132.39	0.974397	0
3133.34	2.82908	0
3134.39	-0.160849	0
3135.35	-1.59896	0
3136.35	-2.16815	0
3137.39	-1.65183	0
3138.34	-4.26524	0
3139.35	0.522467	0
3140.35	1.89846	0
3141.35	-1.34872	0
3142.35	1.30127	0
3143.4	-0.182652	0
3144.34	1.14041	0
3145.35	1.59188	0
3146.35	-2.28465	0
3147.34	-3.46065	0
3148.35	-0.55838	0
3149.35	1.5846	0
3150.35	3.53544	0
3151.38	-2.38723	0
3152.34	0.23774	0
3153.35	-0.297289	0
3154.34	1.40385	0
3155.35	-2.48087	0
3156.35	-3.14843	0
3157.34	1.66833	0
3158.35	-2.91974	0
3159.35	2.20272	0
3160.35	1.78449	0
3161.35	2.98204	0
3162.34	-2.94805	0
3163.35	1.23693	0
3164.38	-0.791395	0
3165.35	-3.55728	0
3166.35	-1.02807	0
3167.36	-2.48895	0
3168.34	-3.08603	0
3169.35	1.31023	0
3170.35	-2.82501	0
3171.34	-0.320385	0
3172.35	-2.04268	0
3173.34	-2.64481	0
3174.35	1.52422	0
3175.35	-1.37262	0
3176.35	-3.73525	0
3177.4	3.05353	0
3178.35	-0.168473	0
3179.34	1.2027	0
3180.35	0.438076	0
3181.34	-2.8332	0
3182.35	-1.88948	0
3183.35	-1.53757	0
3184.35	-1.9884	0
3185.35	2.9694	0
3186.34	-3.09485	0
3187.35	-2.31365	0
3188.35	0.417319	0
3189.35	2.35849	0
3190.35	-2.05428	0
3191.35	3.40461	0
3192.34	0.896725	0
3193.35	-0.887249	0
3194.35	3.38635	0
3195.35	-3.30912	0
3196.35	1.62054	0
3197.36	2.53618	0
3198.34	-2.13403	0
3199.36	-2.02526	0
3200.35	-1.73996	0
3201.35	2.74372	0
3202.35	-4.34739	0
3203.36	-1.38618	0
3204.35	-1.73852	0
3205.35	-3.16095	0
3206.35	-0.888674	0
3207.36	-1.51417	0
3208.35	1.07285	0
3209.36	1.23159	0
3210.35	-1.24815	0
3211.36	-1.15432	0
3212.35	0.57508	0
3213.36	-2.65561	0
3214.35	-2.89426	0
3215.35	-4.3043	0
3216.36	1.96632	0
3217.4	1.96334	0
3218.35	2.68061	0
3219.35	-1.07392	0
3220.35	1.34754	0
3221.4	1.47476	0
3222.35	0.240134	0
3223.35	2.4656	0
3224.36	0.26443	0
3225.36	-2.75266	0
3226.35	-4.33292	0
3227.36	2.70135	0
3228.36	3.44859	0
3229.36	-2.59757	0
3230.38	-2.34909	0
3231.39	-1.58592	0
3232.35	0.0151756	0
3233.36	2.223	0
3234.35	2.45349	0
3235.36	-2.52173	0
3236.36	-3.63841	0
3237.36	2.45804	0
3238.36	-3.99593	0
3239.36	-4.42356	0
3240.36	-2.97906	0
3241.36	-2.2367	0
3242.36	-0.425934	0
3243.36	0.183155	0
3244.39	1.71636	0
3245.35	-1.46466	0
3246.36	-2.72496	0
3247.36	1.05887	0
3248.36	2.87048	0
3249.36	2.38395	0
3250.36	-4.36032	0
3251.36	0.515651	0
3252.35	-4.18213	0
3253.35	-3.50254	0
3254.36	-2.47086	0
3255.36	-3.30592	0
3256.35	1.96982	0
3257.4	1.14799	0
3258.36	-3.38268	0
3259.36	1.10696	0
3260.36	-2.81892	0
3261.35	-2.41554	0
3262.35	-1.29484	0
3263.36	-0.300338	0
3264.36	1.5736	0
3265.36	-4.42792	0
3266.36	0.111418	0
3267.35	2.67465	0
3268.36	-0.94125	0
3269.36	-4.1826	0
3270.36	1.39396	0
3271.36	-3.66723	0
3272.36	-1.18374	0
3273.36	-1.46497	0
3274.36	2.64532	0
3275.36	-1.82056	0
3276.36	2.9746	0
3277.37	-2.59333	0
3278.36	2.62132	0
3279.35	-3.45317	0
3280.36	0.743663	0
3281.36	-1.81994	0
3282.36	-4.05735	0
3283.37	-0.0181736	0
3284.4	1.25385	0
3285.36	1.15695	0
3286.36	-1.37091	0
3287.37	1.64829	0
3288.36	1.34392	0
3289.4	2.82454	0
3290.36	0.208867	0
3291.36	-4.00279	0
3292.36	-3.44474	0
3293.36	-4.12573	0
3294.36	0.656605	0
3295.36	-3.04861	0
3296.37	-4.42145	0
3297.4	-1.13544	0
3298.36	-1.58878	0
3299.37	2.85428	0
3300.36	2.40196	0
3301.36	-1.22843	0
3302.36	-0.279794	0
3303.36	1.43671	0
3304.36	-1.58569	0
3305.37	-2.31845	0
3306.36	-4.43819	0
3307.36	0.0482504	0
3308.36	0.711348	0
3309.37	-1.12488	0
3310.37	0.397171	0
3311.36	-1.59527	0
3312.36	-3.14627	0
3313.37	-4.45116	0
3314.37	2.99791	0
3315.36	1.10003	0
3316.37	0.329156	0
3317.37	-2.56847	0
3318.37	-4.39549	0
3319.37	3.13473	0
3320.55	2.96722	0
3321.6	-1.4626	-1.4626
3322.43	-4.33791	-2.90026
3323.41	-2.28972	-2.69674
3324.41	-3.44228	-2.88313
3325.36	1.31306	-2.04389
3326.37	2.38228	-1.30619
3327.37	-4.46132	-1.75693
3328.36	-0.0770173	-1.54694
3329.4	0.422173	-1.32815
3330.36	2.38603	-0.95673
3331.37	0.917421	-0.786352
3332.37	-0.309947	-0.746652
3333.36	1.42373	-0.579699
3334.37	-1.32708	-0.633084
3335.37	-2.18036	-0.736236
3336.37	-2.98015	-0.87648
3337.38	1.58841	-0.731487
3338.36	1.16953	-0.625875
3339.36	3.25245	-0.421753
3340.37	-3.46176	-0.573753
3341.37	0.106601	-0.541355
3342.37	1.10434	-0.466551
3343.37	1.12624	-0.397299
3344.36	1.718	-0.309162
3345.37	-3.06197	-0.419274
3346.36	3.46286	-0.269961
3347.37	-2.10469	-0.337914
3348.37	-3.03293	-0.434165
3349.37	-0.450538	-0.434729
3350.4	-4.23063	-0.561259
3351.4	-2.79033	-0.633165
3352.37	-3.33127	-0.717481
3353.37	-3.20397	-0.792829
3354.36	-0.552394	-0.785757
3355.37	-1.16677	-0.796643
3356.36	-2.57584	-0.846065
3357.4	-0.809004	-0.845064
3358.36	2.00866	-0.769966
3359.37	3.08019	-0.671244
3360.37	1.7486	-0.610748
3361.37	0.816687	-0.575932
3362.36	-3.68196	-0.649885
3363.37	-1.98632	-0.680965
3364.4	-2.52876	-0.72296
3365.37	2.12673	-0.659634
3366.37	-2.80937	-0.706367
3367.37	-1.33729	-0.719791
3368.37	-2.91241	-0.765471
3369.37	-3.1115	-0.813349
3370.36	-2.43724	-0.845827
3371.39	3.5033	-0.746509
3372.37	-2.68469	-0.713444
3373.37	-1.484	-0.69733
3374.37	-1.50624	-0.658609
3375.37	1.4543	-0.655785
3376.38	3.1028	-0.641374
3377.41	1.0432	-0.531284
3378.37	3.24497	-0.464844
3379.37	-1.35765	-0.500441
3380.37	0.340728	-0.541347
3381.37	-2.01203	-0.599936
3382.37	-2.3132	-0.640001
3383.41	-1.8216	-0.704908
3384.37	-2.47187	-0.727803
3385.37	2.35876	-0.637021
3386.41	-0.715619	-0.59173
3387.37	-1.79749	-0.659448
3388.37	-3.36056	-0.75005
3389.37	-0.95231	-0.834145
3390.39	-3.0891	-0.826692
3391.41	-2.55709	-0.879966
3392.37	-2.55365	-0.953125
3393.37	-3.13151	-1.03828
3394.38	-0.260759	-1.07786
3395.38	1.5421	-0.985774
3396.37	-0.457386	-1.06418
3397.37	-0.51759	-1.03244
3398.38	1.46086	-0.942561
3399.37	3.3961	-0.865628
3400.38	2.32053	-0.734605
3401.38	-1.53441	-0.709487
3402.37	-1.91461	-0.681153
3403.38	2.76223	-0.561829
3404.41	-0.847783	-0.567737
3405.37	-0.232557	-0.549053
3406.38	1.56534	-0.466229
3407.38	-1.61884	-0.482426
3408.38	-1.97626	-0.562125
3409.38	2.80956	-0.567537
3410.37	3.5003	-0.532503
3411.38	1.86408	-0.511555
3412.37	0.871686	-0.420482
3413.37	-0.526221	-0.39128
3414.41	-0.83082	-0.357322
3415.41	-1.40446	-0.427945
3416.4	-2.12725	-0.414303
3417.42	0.233063	-0.382896
3418.38	2.14148	-0.281818
3419.38	0.904054	-0.201507
3420.38	-3.06244	-0.214011
3421.37	2.6723	-0.230631
3422.38	-0.285598	-0.182649
3423.37	-1.25563	-0.178082
3424.37	0.657013	-0.134817
3425.42	-2.35187	-0.21094
3426.37	3.4303	-0.20439
3427.37	1.15046	-0.202245
3428.38	-1.04903	-0.288125
3429.38	0.341923	-0.254134
3430.4	0.920856	-0.242531
3431.41	-2.30183	-0.248327
3432.38	1.67127	-0.168638
3433.37	1.45163	-0.103173
3434.38	3.33119	0.0128882
3435.38	1.23993	-0.00948839
3436.38	3.40785	0.072981
3437.38	1.77464	0.144424
3438.38	2.56876	0.26301
3439.38	1.14896	0.305035
3440.38	0.746283	0.381743
3441.37	1.43203	0.461526
3442.38	0.634352	0.525286
3443.37	-3.6666	0.514584
3444.38	2.23126	0.564424
3445.38	2.98248	0.593232
3446.38	-2.72156	0.547948
3447.38	1.26538	0.583608
3448.37	-0.719775	0.539995
3449.38	3.67638	0.5456
3450.37	2.23642	0.543918
3451.37	2.27284	0.620063
3452.38	-1.69744	0.624407
3453.38	-3.8974	0.491214
3454.37	-1.70756	0.474019
3455.38	-2.64916	0.425687
3456.41	2.27003	0.43978
3457.43	0.474659	0.48165
3458.38	1.42133	0.549602
3459.38	0.736366	0.508138
3460.38	1.9919	0.47797
3461.45	-4.19419	0.356805
3462.38	0.257263	0.344516
3463.38	1.49866	0.385014
3464.38	1.34208	0.428472
3465.57	-2.77189	0.401123
3466.61	1.14247	0.466518
3467.43	-2.60404	0.409776
3468.41	0.690195	0.38075
3469.38	2.70047	0.416678
3470.39	1.00287	0.497985
3471.38	-2.75216	0.389496
3472.38	2.78461	0.4509
3473.38	0.354838	0.483109
3474.38	2.30264	0.516022
3475.38	1.07263	0.584512
3476.38	-2.66014	0.462703
3477.38	-0.260886	0.434476
3478.39	-3.6743	0.381971
3479.38	3.24074	0.439947
3480.38	-3.42276	0.353074
3481.39	-1.80548	0.363001
3482.38	-2.96319	0.270312
3483.38	-4.10672	0.159145
3484.42	-2.03311	0.051859
3485.38	-2.37339	-0.0204074
3486.38	3.76969	-0.0131706
3487.38	1.87787	-0.011106
3488.38	2.4246	-0.0139892
3489.38	-1.08299	-0.0586281
3490.38	-1.00745	-0.0937028
3491.38	2.44686	-0.0734063
3492.39	-3.78931	-0.16188
3493.43	1.22438	-0.0640601
3494.38	3.40571	-0.040571
3495.38	-3.02527	-0.160726
3496.42	0.784537	-0.0906042
3497.43	-2.57286	-0.167369
3498.38	-1.38885	-0.18075
3499.38	-4.06043	-0.335487
3500.39	2.85716	-0.323072
3501.39	0.95686	-0.349392
3502.39	3.61603	-0.243122
3503.39	0.419062	-0.156793
3504.38	-3.09773	-0.184596
3505.43	-0.728604	-0.146185
3506.39	3.40938	-0.123398
3507.38	1.35358	-0.10582
3508.39	0.36788	-0.126889
3509.38	-2.78097	-0.197236
3510.41	-0.128122	-0.239636
3511.43	3.82506	-0.079251
3512.39	1.84032	-0.0475899
3513.39	-2.45601	-0.126684
3514.38	3.25992	-0.0883267
3515.39	-2.39997	-0.0808882
3516.39	-1.58652	-0.135468
3517.39	1.7817	-0.0477532
3518.39	2.51824	-0.0111923
3519.39	-0.809297	-0.0813876
3520.38	2.50936	-0.0512577
3521.39	-1.20637	-0.0203419
3522.39	-3.32683	-0.142571
3523.39	-1.32169	-0.176101
3524.42	-1.59712	-0.254097
3525.39	0.197083	-0.271608
3526.39	-2.44805	-0.267366
3527.39	0.555177	-0.251045
3528.39	0.699678	-0.163565
3529.39	1.92917	-0.189796
3530.39	-1.92034	-0.159748
3531.38	-0.169589	-0.12703
3532.4	3.01651	-0.00743595
3533.41	3.20691	0.138837
3534.43	0.406015	0.187619
3535.39	2.65288	0.288145
3536.41	1.11373	0.235025
3537.44	2.12545	0.239977
3538.39	2.10881	0.233661
3539.39	-3.30252	0.189271
3540.38	-1.26465	0.184127
3541.39	3.14707	0.198131
3542.39	2.72759	0.328469
3543.39	-3.42938	0.235394
3544.39	-3.60447	0.0951905
3545.39	3.73116	0.230319
3546.39	0.871903	0.232067
3547.39	-2.52326	0.233058
3548.4	-0.625547	0.248325
3549.39	3.35451	0.396623
3550.4	-3.83839	0.262712
3551.39	2.40516	0.291678
3552.39	-2.837	0.162618
3553.39	2.17311	0.197699
3554.39	-1.75724	0.224509
3555.39	-3.92241	0.160632
3556.39	-1.387	0.0647049
3557.39	0.573447	0.0491023
3558.39	1.13199	0.0643844
3559.39	-1.083	0.0983439
3560.39	3.03912	0.161689
3561.44	-1.1354	0.0624796
3562.42	-2.86063	-0.0315393
3563.4	2.27689	0.0631188
3564.43	-0.474991	-0.0115795
3565.39	0.361855	0.043657
3566.4	-3.37908	0.00780583
3567.39	-1.81126	-0.0640533
3568.39	2.68242	-0.0607698
3569.39	1.10975	-0.0223887
3570.4	-0.194599	-0.076468
3571.39	0.876116	-0.0348183
3572.39	1.11184	0.0539552
3573.4	1.49698	0.110328
3574.4	-1.04718	0.121327
3575.39	1.28039	0.142993
3576.42	2.81911	0.248337
3577.43	-0.989503	0.217443
3578.39	-2.91037	0.145242
3579.39	-0.142378	0.103811
3580.39	-2.16751	0.0988679
3581.4	-2.61789	0.0499019
3582.39	1.57298	0.0210314
3583.4	2.88558	0.0146047
3584.4	-1.72559	-0.0280273
3585.39	-0.626626	-0.0936173
3586.39	2.72996	-0.0612927
3587.4	-0.459305	-0.112988
3588.4	0.135714	-0.15245
3589.4	2.45319	-0.0373357
3590.4	-0.169676	-0.0154363
3591.43	-3.01204	-0.138618
3592.4	3.00328	-0.133105
3593.39	-3.38534	-0.132224
3594.39	-3.36778	-0.12749
3595.39	2.73786	-0.147356
3596.4	3.99056	-0.0849829
3597.39	-0.415861	-0.0428349
3598.4	-3.24094	-0.0951428
3599.4	-0.482361	-0.17188
3600.4	-1.87895	-0.132691
3601.4	0.667941	-0.167436
3602.4	1.15323	-0.0876311
3603.39	1.91025	-0.0928882
3604.43	-2.58289	-0.109401
3605.4	0.493761	-0.0210778
3606.4	-2.14168	-0.0361715
3607.4	0.00694959	-0.0475014
3608.39	-3.06334	-0.131408
3609.4	1.88883	-0.0719715
3610.39	2.3804	-0.085146
3611.4	-0.674046	-0.075919
3612.39	4.01978	0.0616893
3613.4	3.15191	0.0791897
3614.4	2.87486	0.146187
3615.4	2.2477	0.183904
3616.43	2.98214	0.311128
3617.45	0.962829	0.36661
3618.4	-3.58587	0.241244
3619.4	4.21419	0.303333
3620.4	3.51617	0.377548
3621.39	-1.81432	0.32374
3622.4	2.58326	0.353168
3623.4	1.94576	0.362144
3624.4	-2.95652	0.323957
3625.4	-0.189641	0.294556
3626.4	0.649925	0.251173
3627.4	-1.07774	0.249408
3628.4	1.26991	0.333013
3629.44	0.285658	0.341574
3630.4	-3.43184	0.316287
3631.4	-2.6209	0.316227
3632.4	1.19452	0.308658
3633.4	1.49322	0.280811
3634.4	-1.94355	0.276452
3635.4	2.07203	0.330425
3636.4	-1.17873	0.252251
3637.4	0.611916	0.273675
3638.4	0.00476733	0.271056
3639.4	1.05318	0.243056
3640.4	3.82526	0.322955
3641.4	3.12188	0.445633
3642.4	-1.53964	0.354774
3643.4	-3.28361	0.356809
3644.44	1.41866	0.452538
3645.4	0.200811	0.401797
3646.4	-0.559517	0.310795
3647.4	-3.64342	0.246244
3648.4	1.67454	0.344554
3649.4	-2.23998	0.309402
3650.4	0.825444	0.36349
3651.4	3.49484	0.420028
3652.4	-1.45051	0.367953
3653.4	-3.62918	0.257164
3654.4	1.57614	0.340345
3655.4	-0.781522	0.314839
3656.43	-1.13841	0.334905
3657.44	1.33242	0.361414
3658.4	0.534331	0.433367
3659.4	2.78955	0.451382
3660.41	-2.52848	0.353204
3661.4	2.12912	0.409267
3662.41	-0.953274	0.309806
3663.4	0.764514	0.262058
3664.4	2.91638	0.262889
3665.4	0.529524	0.228525
3666.4	1.6701	0.202284
3667.4	1.88315	0.220691
3668.4	-2.25503	0.247307
3669.4	2.57678	0.214559
3670.41	-2.79682	0.0882996
3671.44	-1.02787	0.104028
3672.4	1.81091	0.0885814
3673.41	-2.28413	0.00398363
3674.4	2.29735	0.109061
3675.4	-0.886797	0.0951181
3676.41	2.7625	0.13737
3677.41	0.316863	0.165262
3678.41	-2.10608	0.0977417
3679.4	-0.671744	0.0785936
3680.41	1.99162	0.187063
3681.41	0.834047	0.256162
3682.4	0.742898	0.247129
3683.4	-2.97069	0.157851
3684.44	4.28137	0.282349
3685.41	-2.14107	0.198087
3686.41	4.2457	0.306576
3687.41	0.484678	0.304031
3688.41	-0.590972	0.292116
3689.41	-1.68763	0.2373
3690.41	-1.12191	0.138357
3691.41	0.549789	0.0869149
3692.41	3.95346	0.196777
3693.4	-2.97304	0.202988
3694.41	-1.55652	0.143485
3695.4	-3.08567	0.077755
3696.43	3.55094	0.159964
3697.47	-1.02887	0.212255
3698.41	2.39936	0.226751
3699.41	0.115967	0.27387
3700.41	-0.141254	0.254536
3701.41	-0.636537	0.171909
3702.41	-3.48494	0.13122
3703.41	-1.43232	0.175157
3704.41	2.47091	0.193053
3705.41	0.927922	0.227242
3706.41	2.10912	0.292192
3707.4	3.85184	0.34258
3708.41	2.03461	0.372586
3709.41	-0.46209	0.307553
3710.42	4.10952	0.440313
3711.45	3.52934	0.468318
3712.41	-3.1775	0.423833
3713.41	1.50441	0.438631
3714.41	0.197594	0.384255
3715.41	-1.2838	0.347989
3716.41	-2.99277	0.254732
3717.41	3.75139	0.292096
3718.41	1.27821	0.362761
3719.41	3.67332	0.384692
3720.41	-1.11125	0.418403
3721.41	0.133161	0.441624
3722.41	1.52477	0.435901
3723.41	0.662874	0.494841
3724.45	-2.67568	0.395381
3725.41	1.14344	0.435985
3726.41	4.25842	0.465904
3727.41	-0.679603	0.445974
3728.41	-3.38662	0.420364
3729.41	2.2628	0.479055
3730.41	1.89982	0.477219
3731.45	1.7939	0.496416
3732.41	0.0841568	0.483241
3733.41	0.198668	0.546628
3734.42	4.25298	0.54606
3735.44	-1.10586	0.566765
3736.44	2.63346	0.53452
3737.47	0.265156	0.530129
3738.41	-2.63614	0.489226
3739.41	-1.4829	0.493321
3740.41	-1.53088	0.485141
3741.41	2.15293	0.517204
3742.41	-0.788975	0.422356
3743.41	3.57645	0.553345
3744.41	4.30845	0.670645
3745.41	3.34116	0.799181
3746.41	-1.52935	0.697576
3747.41	-3.29675	0.652218
3748.41	-1.72496	0.569732
3749.41	-0.601447	0.555383
3750.41	-1.38865	0.530435
3751.45	0.963863	0.562443
3752.41	-1.24652	0.607212
3753.41	4.42686	0.724395
3754.41	1.56773	0.706332
3755.41	1.84003	0.724574
3756.41	-0.556225	0.671267
3757.41	-1.10797	0.572071
3758.41	1.24124	0.556204
3759.42	-0.274677	0.559952
3760.41	0.87011	0.495164
3761.42	4.10015	0.50658
3762.41	-2.92186	0.511693
3763.41	2.19003	0.525405
3764.45	-1.40662	0.493321
3765.42	-1.44092	0.490178
3766.42	1.97897	0.589613
3767.41	1.25661	0.539718
3768.42	0.376524	0.521684
3769.42	3.48628	0.517943
3770.42	-1.21891	0.51579
3771.42	0.94644	0.532055
3772.42	-3.44922	0.432576
3773.46	-3.29837	0.353351
3774.41	3.57508	0.478366
3775.42	4.33748	0.542247
3776.43	3.84006	0.533879
3777.46	-1.83479	0.510776
3778.42	-1.90646	0.540379
3779.43	1.38963	0.522915
3780.42	2.88169	0.542553
3781.42	2.40394	0.554754
3782.43	1.43349	0.58174
3783.41	2.7873	0.633513
3784.44	1.70743	0.582602
3785.44	-2.92262	0.546266
3786.42	3.35193	0.560636
3787.42	1.04296	0.576192
3788.44	-2.57809	0.577353
3789.42	-1.06179	0.585775
3790.42	-2.60737	0.564245
3791.49	0.122057	0.523628
3792.42	4.33735	0.626155
3793.45	2.42915	0.603208
3794.42	4.09159	0.598871
3795.42	2.82912	0.588631
3796.45	0.809532	0.635408
3797.41	4.17241	0.784791
3798.43	2.50704	0.869431
3799.44	1.21079	0.905676
3800.42	3.02986	0.994047
3801.43	-1.40006	0.946768
3802.42	4.33096	1.05832
3803.44	3.22654	1.03431
3804.48	-1.98447	0.963267
3805.44	3.97427	1.00595
3806.43	-3.17287	0.953619
3807.45	-3.06932	0.914392
3808.42	0.0594449	0.890756
3809.43	-1.95137	0.857222
3810.44	-3.15065	0.776807
3811.43	-2.57476	0.643309
3812.42	2.87554	0.759257
3813.47	-1.3803	0.68785
3814.44	-1.81645	0.679653
3815.42	-2.17597	0.664952
3816.45	3.70517	0.699476
3817.5	0.219302	0.67873
3818.42	-1.52801	0.640639
3819.44	1.48433	0.6006
3820.42	-0.380206	0.617375
3821.43	2.19776	0.642401
3822.45	-0.0349967	0.710685
3823.43	-3.24558	0.711741
3824.44	4.28218	0.725883
3825.44	-0.552758	0.628079
3826.42	2.34836	0.598245
3827.43	3.48646	0.70467
3828.44	1.40619	0.770923
3829.43	3.01693	0.803469
3830.43	1.90149	0.783865
3831.42	-3.43651	0.667056
3832.42	3.17335	0.701853
3833.47	1.8662	0.683431
3834.42	-0.766695	0.633949
3835.42	3.69534	0.766308
3836.43	1.85003	0.73627
3837.42	-2.98807	0.655649
3838.42	-2.15487	0.664113
3839.42	-1.27408	0.659868
3840.42	-1.14064	0.689202
3841.43	3.31371	0.753035
3842.42	3.77158	0.74172
3843.42	-0.289013	0.687357
3844.46	3.55589	0.676642
3845.42	-1.85	0.58306
3846.42	0.551462	0.577899
3847.42	1.0068	0.514587
3848.43	1.95213	0.503488
3849.42	0.237442	0.484021
3850.42	-2.22484	0.378927
3851.42	-3.37241	0.33948
3852.43	3.64969	0.325855
3853.43	1.83679	0.29806
3854.43	-0.539631	0.326957
3855.42	4.1176	0.329823
3856.43	-0.776755	0.377745
3857.48	1.60229	0.471178
3858.43	-1.49321	0.440125
3859.43	2.18833	0.522919
3860.43	0.307671	0.592085
3861.42	-2.67826	0.590015
3862.42	3.47791	0.602062
3863.43	3.37216	0.697111
3864.42	2.6377	0.786195
3865.42	1.79557	0.865625
3866.42	3.96107	0.870743
3867.43	-1.05872	0.845183
3868.43	4.29068	0.961557
3869.43	-2.89327	0.874005
3870.43	0.756587	0.896741
3871.46	-2.65702	0.799645
3872.43	-0.616378	0.788018
3873.42	2.53366	0.903602
3874.43	-0.855832	0.800842
3875.43	-2.60198	0.759858
3876.43	-0.527463	0.702341
3877.43	3.34982	0.699608
3878.43	3.47771	0.741039
3879.43	-2.48201	0.63106
3880.43	2.90455	0.651121
3881.43	3.76825	0.795217
3882.43	-0.642393	0.718902
3883.42	2.18691	0.725316
3884.47	4.3736	0.828122
3885.43	-0.727297	0.739669
3886.43	1.63222	0.735313
3887.43	-1.04359	0.774203
3888.43	-3.07071	0.755886
3889.43	3.59309	0.853229
3890.43	2.47733	0.925589
3891.43	3.21124	0.923539
3892.43	2.68971	0.901901
3893.43	-2.43256	0.859031
3894.42	1.80189	0.823951
3895.43	-0.0554104	0.859842
3896.43	-3.49505	0.778912
3897.48	-0.850786	0.74176
3898.43	2.23538	0.747425
3899.44	-0.195248	0.738772
3900.43	-1.17394	0.75979
3901.47	1.80134	0.863265
3902.43	-1.06001	0.769071
3903.43	-1.34707	0.705393
3904.44	2.02661	0.756718
3905.43	-3.46767	0.605013
3906.43	-1.49763	0.590595
3907.43	1.88895	0.596328
3908.44	-1.57358	0.594721
3909.43	0.824174	0.567438
3910.42	1.15373	0.584359
3911.46	-1.20821	0.61376
3912.43	-1.73052	0.509592
3913.43	-2.30191	0.39611
3914.43	-3.43265	0.274703
3915.45	0.127157	0.241335
3916.52	1.90516	0.200217
3917.44	4.17438	0.304879
3918.43	3.48476	0.288761
3919.43	0.267942	0.351985
3920.43	-1.5797	0.305259
3921.43	-3.63122	0.285775
3922.48	3.41981	0.366499
3923.43	1.0831	0.337488
3924.47	2.97844	0.414173
3925.44	-1.51559	0.435901
3926.45	-1.30978	0.420254
3927.43	-1.15965	0.330065
3928.43	-2.89265	0.202658
3929.43	-1.06036	0.231091
3930.44	-2.97014	0.113597
3931.44	-0.624439	0.0257428
3932.43	0.195085	0.0424924
3933.43	0.889106	0.0165362
3934.43	1.02499	-0.050436
3935.44	2.77737	0.0196574
3936.43	0.433178	-0.00432343
3937.47	-1.61487	-0.0157491
3938.47	-3.36825	-0.0216998
3939.44	-1.16375	-0.116837
3940.44	-2.5314	-0.217011
3941.44	1.42923	-0.252651
3942.44	3.02162	-0.246013
3943.44	2.51188	-0.147125
3944.44	-2.99485	-0.24306
3945.43	-2.83541	-0.29866
3946.43	2.00288	-0.188701
3947.44	2.66379	-0.118409
3948.44	1.60857	-0.130945
3949.43	2.45941	-0.0778523
3950.44	1.27233	-0.0289271
3951.47	-2.70171	-0.118988
3952.44	-2.03353	-0.138458
3953.44	-0.870228	-0.128922
3954.43	1.74526	-0.134549
3955.43	-3.41831	-0.133561
3956.44	0.849799	-0.0866127
3957.44	3.05436	-0.0633046
3958.44	3.21075	0.0323819
3959.46	-1.13154	-0.00673238
3960.44	2.0281	0.0107549
3961.44	2.42959	0.083511
3962.44	2.56837	0.169489
3963.43	-3.00544	0.155418
3964.44	-3.61353	0.1518
3965.44	0.414255	0.157542
3966.44	-1.10843	0.0972705
3967.44	4.08832	0.0955494
3968.44	-2.50094	-0.0241645
3969.48	1.41695	-0.00118437
3970.46	-0.431214	0.0217854
3971.44	4.14391	0.177288
3972.43	-1.09842	0.0869233
3973.44	0.271752	0.0706963
3974.44	1.77376	0.0466027
3975.44	0.613321	0.0891809
3976.44	1.31914	0.141759
3977.47	-2.44417	0.116069
3978.47	-0.487343	0.164175
3979.44	-3.73698	0.110643
3980.43	-1.90176	0.132011
3981.46	-3.70215	0.0704564
3982.44	-1.49949	0.0365649
3983.44	-2.45465	-0.0303102
3984.44	-0.91145	-0.0690391
3985.44	3.32641	-0.0580583
3986.44	1.11557	-0.0444105
3987.45	-3.26354	-0.0773839
3988.44	1.23187	0.0146186
3989.44	-1.4912	0.00806964
3990.43	-0.319385	0.05231
3991.44	1.08949	0.0455152
3992.46	2.10041	0.027091
3993.44	-0.868299	-0.0405125
3994.44	-3.67538	-0.0541232
3995.45	-1.74649	-0.0323447
3996.44	-3.35946	-0.139592
3997.44	-1.32901	-0.219448
3998.44	-0.329841	-0.258216
3999.44	-0.791418	-0.323232
4000.44	-2.62951	-0.401269
4001.44	3.20378	-0.283159
4002.44	0.600277	-0.230483
4003.5	-0.0346612	-0.213771
4004.44	2.27726	-0.203131
4005.44	0.708696	-0.120591
4006.44	-2.64655	-0.190518
4007.44	3.2812	-0.185982
4008.44	-1.32947	-0.276786
4009.44	-1.49005	-0.283956
4010.45	0.196352	-0.320591
4011.44	-2.35859	-0.416355
4012.44	-0.760827	-0.482938
4013.44	-3.89075	-0.500644
4014.46	-2.07545	-0.469883
4015.44	2.75703	-0.423027
4016.44	-1.44178	-0.429694
4017.46	-3.34022	-0.578265
4018.44	0.442165	-0.519403
4019.45	-1.17405	-0.571223
4020.44	-1.69819	-0.596563
4021.44	-3.66989	-0.752839
4022.44	3.66851	-0.6575
4023.45	0.813239	-0.64667
4024.44	-2.5921	-0.733987
4025.47	-1.19016	-0.770057
4026.48	-0.976743	-0.815975
4027.45	-1.00649	-0.787221
4028.45	-0.552588	-0.788526
4029.45	2.20461	-0.669695
4030.44	1.74149	-0.596829
4031.48	3.0111	-0.462565
4032.45	-2.55642	-0.483703
4033.45	-2.4287	-0.483184
4034.45	-3.73706	-0.539697
4035.45	-1.29481	-0.632121
